,category,start,length
0,P,284,337.0
1,C,664,4194.0
2,B,5455,597.0
3,P,5455,1338.0
4,C,6875,4917.0
5,P,11857,6458.0
6,B,19062,747.0
7,C,19062,5855.0
8,B,61977,37060.0
9,C,61977,7431.0
10,B,89341,19933.0
11,P,89341,5773.0
12,B,102231,7117.0
13,C,102231,3334.0
14,B,140009,34444.0
15,C,140009,461.0
16,B,140977,507.0
17,C,140977,154.0
18,B,143289,2158.0
19,C,143289,1977.0
20,B,146681,1415.0
21,C,146681,405.0
22,B,147532,446.0
23,C,147532,847.0
24,B,152532,4153.0
25,C,152532,2078.0
26,B,162427,7817.0
27,C,162427,3372.0
